id,text,flesch_reading_ease_textstat,flesch_kincaid_grade_textstat,gunning_fog_textstat,smog_index_textstat,automated_readability_index_textstat,coleman_liau_index_textstat,linsear_write_formula_textstat,dale_chall_readability_score_textstat,readability_consensus_textstat,bias_label,bias_label_score,cognitive_label,cognitice_label_score
408,"Quantum textures of the many-body wavefunctions in magic-angle graphene Interactions among electrons create novel many-body quantum phases of matter with wavefunctions that reflect electronic correlation effects, broken symmetries and collective excitations. Many quantum phases have been discovered in magic-angle twisted bilayer graphene (MATBG), including correlated insulating1, unconventional superconducting2,3,4,5 and magnetic topological6,7,8,9 phases. The lack of microscopic information10,11 of possible broken symmetries has hampered our understanding of these phases12,13,14,15,16,17. Here we use high-resolution scanning tunnelling microscopy to study the wavefunctions of the correlated phases in MATBG. The squares of the wavefunctions of gapped phases, including those of the correlated insulating, pseudogap and superconducting phases, show distinct broken-symmetry patterns with a √3 × √3 super-periodicity on the graphene atomic lattice that has a complex spatial dependence on the moiré scale. We introduce a symmetry-based analysis using a set of complex-valued local order parameters, which show intricate textures that distinguish the various correlated phases. We compare the observed quantum textures of the correlated insulators at fillings of ±2 electrons per moiré unit cell to those expected for proposed theoretical ground states. In typical MATBG devices, these textures closely match those of the proposed incommensurate Kekulé spiral order15, whereas in ultralow-strain samples, our data have local symmetries like those of a time-reversal symmetric intervalley coherent phase12. Moreover, the superconducting state of MATBG shows strong signatures of intervalley coherence, only distinguishable from those of the insulator with our phase-sensitive measurements.",11.25,18.2,18.43,18.5,23.0,20.43,16.4,12.48,19.0,NEUTRAL,0.6289013624191284,LABELING,0.525139570236206
409,"A viral ADP-ribosyltransferase attaches RNA chains to host proteins The mechanisms by which viruses hijack the genetic machinery of the cells they infect are of current interest. When bacteriophage T4 infects Escherichia coli, it uses three different adenosine diphosphate (ADP)-ribosyltransferases (ARTs) to reprogram the transcriptional and translational apparatus of the host by ADP-ribosylation using nicotinamide adenine dinucleotide (NAD) as a substrate1,2. NAD has previously been identified as a 5′ modification of cellular RNAs3,4,5. Here we report that the T4 ART ModB accepts not only NAD but also NAD-capped RNA (NAD–RNA) as a substrate and attaches entire RNA chains to acceptor proteins in an ‘RNAylation’ reaction. ModB specifically RNAylates the ribosomal proteins rS1 and rL2 at defined Arg residues, and selected E. coli and T4 phage RNAs are linked to rS1 in vivo. T4 phages that express an inactive mutant of ModB have a decreased burst size and slowed lysis of E. coli. Our findings reveal a distinct biological role for NAD–RNA, namely the activation of the RNA for enzymatic transfer to proteins. The attachment of specific RNAs to ribosomal proteins might provide a strategy for the phage to modulate the host’s translation machinery. This work reveals a direct connection between RNA modification and post-translational protein modification. ARTs have important roles far beyond viral infections6, so RNAylation may have far-reaching implications.",34.26,13.5,14.55,14.8,15.4,14.74,17.75,11.66,15.0,NEUTRAL,0.5359634160995483,LABELING,0.32273027300834656
410,"Platelet factors attenuate inflammation and rescue cognition in ageing Identifying therapeutics to delay, and potentially reverse, age-related cognitive decline is critical in light of the increased incidence of dementia-related disorders forecasted in the growing older population1. Here we show that platelet factors transfer the benefits of young blood to the ageing brain. Systemic exposure of aged male mice to a fraction of blood plasma from young mice containing platelets decreased neuroinflammation in the hippocampus at the transcriptional and cellular level and ameliorated hippocampal-dependent cognitive impairments. Circulating levels of the platelet-derived chemokine platelet factor 4 (PF4) (also known as CXCL4) were elevated in blood plasma preparations of young mice and humans relative to older individuals. Systemic administration of exogenous PF4 attenuated age-related hippocampal neuroinflammation, elicited synaptic-plasticity-related molecular changes and improved cognition in aged mice. We implicate decreased levels of circulating pro-ageing immune factors and restoration of the ageing peripheral immune system in the beneficial effects of systemic PF4 on the aged brain. Mechanistically, we identified CXCR3 as a chemokine receptor that, in part, mediates the cellular, molecular and cognitive benefits of systemic PF4 on the aged brain. Together, our data identify platelet-derived factors as potential therapeutic targets to abate inflammation and rescue cognition in old age.",11.65,18.0,19.02,18.4,21.4,19.09,19.0,11.22,19.0,BIASED,0.5690498948097229,LABELING,0.34366288781166077
411,"Transient naive reprogramming corrects hiPS cells functionally and epigenetically Cells undergo a major epigenome reconfiguration when reprogrammed to human induced pluripotent stem cells (hiPS cells). However, the epigenomes of hiPS cells and human embryonic stem (hES) cells differ significantly, which affects hiPS cell function1,2,3,4,5,6,7,8. These differences include epigenetic memory and aberrations that emerge during reprogramming, for which the mechanisms remain unknown. Here we characterized the persistence and emergence of these epigenetic differences by performing genome-wide DNA methylation profiling throughout primed and naive reprogramming of human somatic cells to hiPS cells. We found that reprogramming-induced epigenetic aberrations emerge midway through primed reprogramming, whereas DNA demethylation begins early in naive reprogramming. Using this knowledge, we developed a transient-naive-treatment (TNT) reprogramming strategy that emulates the embryonic epigenetic reset. We show that the epigenetic memory in hiPS cells is concentrated in cell of origin-dependent repressive chromatin marked by H3K9me3, lamin-B1 and aberrant CpH methylation. TNT reprogramming reconfigures these domains to a hES cell-like state and does not disrupt genomic imprinting. Using an isogenic system, we demonstrate that TNT reprogramming can correct the transposable element overexpression and differential gene expression seen in conventional hiPS cells, and that TNT-reprogrammed hiPS and hES cells show similar differentiation efficiencies. Moreover, TNT reprogramming enhances the differentiation of hiPS cells derived from multiple cell types. Thus, TNT reprogramming corrects epigenetic memory and aberrations, producing hiPS cells that are molecularly and functionally more similar to hES cells than conventional hiPS cells. We foresee TNT reprogramming becoming a new standard for biomedical and therapeutic applications and providing a novel system for studying epigenetic memory.",15.51,16.5,15.59,17.9,20.8,20.25,15.4,10.99,21.0,NEUTRAL,0.623845636844635,LABELING,0.5777612328529358
412,"Global methane emissions from rivers and streams Methane (CH4) is a potent greenhouse gas and its concentrations have tripled in the atmosphere since the industrial revolution. There is evidence that global warming has increased CH4 emissions from freshwater ecosystems1,2, providing positive feedback to the global climate. Yet for rivers and streams, the controls and the magnitude of CH4 emissions remain highly uncertain3,4. Here we report a spatially explicit global estimate of CH4 emissions from running waters, accounting for 27.9 (16.7–39.7) Tg CH4 per year and roughly equal in magnitude to those of other freshwater systems5,6. Riverine CH4 emissions are not strongly temperature dependent, with low average activation energy (EM = 0.14 eV) compared with that of lakes and wetlands (EM = 0.96 eV)1. By contrast, global patterns of emissions are characterized by large fluxes in high- and low-latitude settings as well as in human-dominated environments. These patterns are explained by edaphic and climate features that are linked to anoxia in and near fluvial habitats, including a high supply of organic matter and water saturation in hydrologically connected soils. Our results highlight the importance of land–water connections in regulating CH4 supply to running waters, which is vulnerable not only to direct human modifications but also to several climate change responses on land.",41.8,12.6,15.25,14.6,15.8,14.68,11.333333333333334,11.55,15.0,NEUTRAL,0.5086588859558105,NO DISTORTION,0.37819382548332214
413,"Microstructure and crystal order during freezing of supercooled water drops Supercooled water droplets are widely used to study supercooled water1,2, ice nucleation3,4,5 and droplet freezing6,7,8,9,10,11. Their freezing in the atmosphere affects the dynamics and climate feedback of clouds12,13 and can accelerate cloud freezing through secondary ice production14,15,16,17. Droplet freezing occurs at several timescales and length scales14,18 and is sufficiently stochastic to make it unlikely that two frozen drops are identical. Here we use optical microscopy and X-ray laser diffraction to investigate the freezing of tens of thousands of water microdrops in vacuum after homogeneous ice nucleation around 234–235 K. On the basis of drop images, we developed a seven-stage model of freezing and used it to time the diffraction data. Diffraction from ice crystals showed that long-range crystalline order formed in less than 1 ms after freezing, whereas diffraction from the remaining liquid became similar to that from quasi-liquid layers on premelted ice19,20. The ice had a strained hexagonal crystal structure just after freezing, which is an early metastable state that probably precedes the formation of ice with stacking defects8,9,18. The techniques reported here could help determine the dynamics of freezing in other conditions, such as drop freezing in clouds, or help understand rapid solidification in other materials.",36.63,14.6,16.36,15.9,19.3,16.25,17.75,12.06,16.0,NEUTRAL,0.6601244211196899,NO DISTORTION,0.4322727620601654
414,"High-entropy halide perovskite single crystals stabilized by mild chemistry Although high-entropy materials are excellent candidates for a range of functional materials, their formation traditionally requires high-temperature synthetic procedures of over 1,000 °C and complex processing techniques such as hot rolling1,2,3,4,5. One route to address the extreme synthetic requirements for high-entropy materials should involve the design of crystal structures with ionic bonding networks and low cohesive energies. Here we develop room-temperature-solution (20 °C) and low-temperature-solution (80 °C) synthesis procedures for a new class of metal halide perovskite high-entropy semiconductor (HES) single crystals. Due to the soft, ionic lattice nature of metal halide perovskites, these HES single crystals are designed on the cubic Cs2MCl6 (M=Zr4+, Sn4+, Te4+, Hf4+, Re4+, Os4+, Ir4+ or Pt4+) vacancy-ordered double-perovskite structure from the self-assembly of stabilized complexes in multi-element inks, namely free Cs+ cations and five or six different isolated [MCl6]2– anionic octahedral molecules well-mixed in strong hydrochloric acid. The resulting single-phase single crystals span two HES families of five and six elements occupying the M-site as a random alloy in near-equimolar ratios, with the overall Cs2MCl6 crystal structure and stoichiometry maintained. The incorporation of various [MCl6]2– octahedral molecular orbitals disordered across high-entropy five- and six-element Cs2MCl6 single crystals produces complex vibrational and electronic structures with energy transfer interactions between the confined exciton states of the five or six different isolated octahedral molecules.",7.83,21.5,22.34,21.5,28.2,19.45,19.25,13.12,22.0,BIASED,0.6467785835266113,LABELING,0.4631979763507843
415,"Mapping the T cell repertoire to a complex gut bacterial community Certain bacterial strains from the microbiome induce a potent, antigen-specific T cell response1,2,3,4,5. However, the specificity of microbiome-induced T cells has not been explored at the strain level across the gut community. Here, we colonize germ-free mice with complex defined communities (roughly 100 bacterial strains) and profile T cell responses to each strain. The pattern of responses suggests that many T cells in the gut repertoire recognize several bacterial strains from the community. We constructed T cell hybridomas from 92 T cell receptor (TCR) clonotypes; by screening every strain in the community against each hybridoma, we find that nearly all the bacteria-specific TCRs show a one-to-many TCR-to-strain relationship, including 13 abundant TCR clonotypes that each recognize 18 Firmicutes. By screening three pooled bacterial genomic libraries, we discover that these 13 clonotypes share a single target: a conserved substrate-binding protein from an ATP-binding cassette transport system. Peripheral regulatory T cells and T helper 17 cells specific for an epitope from this protein are abundant in community-colonized and specific pathogen-free mice. Our work reveals that T cell recognition of commensals is focused on widely conserved, highly expressed cell-surface antigens, opening the door to new therapeutic strategies in which colonist-specific immune responses are rationally altered or redirected.",27.25,16.1,15.78,17.0,20.2,16.6,14.4,11.14,17.0,BIASED,0.5587372183799744,LABELING,0.28389492630958557
416,"Persistent equatorial Pacific iron limitation under ENSO forcing Projected responses of ocean net primary productivity to climate change are highly uncertain1. Models suggest that the climate sensitivity of phytoplankton nutrient limitation in the low-latitude Pacific Ocean plays a crucial role1,2,3, but this is poorly constrained by observations4. Here we show that changes in physical forcing drove coherent fluctuations in the strength of equatorial Pacific iron limitation through multiple El Niño/Southern Oscillation (ENSO) cycles, but that this was overestimated twofold by a state-of-the-art climate model. Our assessment was enabled by first using a combination of field nutrient-addition experiments, proteomics and above-water hyperspectral radiometry to show that phytoplankton physiological responses to iron limitation led to approximately threefold changes in chlorophyll-normalized phytoplankton fluorescence. We then exploited the >18-year satellite fluorescence record to quantify climate-induced nutrient limitation variability. Such synoptic constraints provide a powerful approach for benchmarking the realism of model projections of net primary productivity to climate changes.",2.99,19.3,19.87,20.4,23.3,21.3,20.25,11.84,20.0,BIASED,0.6376545429229736,LABELING,0.398135244846344
417,"Direct observation of the conformational states of PIEZO1 PIEZOs are mechanosensitive ion channels that convert force into chemoelectric signals1,2 and have essential roles in diverse physiological settings3. In vitro studies have proposed that PIEZO channels transduce mechanical force through the deformation of extensive blades of transmembrane domains emanating from a central ion-conducting pore4,5,6,7,8. However, little is known about how these channels interact with their native environment and which molecular movements underlie activation. Here we directly observe the conformational dynamics of the blades of individual PIEZO1 molecules in a cell using nanoscopic fluorescence imaging. Compared with previous structural models of PIEZO1, we show that the blades are significantly expanded at rest by the bending stress exerted by the plasma membrane. The degree of expansion varies dramatically along the length of the blade, where decreased binding strength between subdomains can explain increased flexibility of the distal blade. Using chemical and mechanical modulators of PIEZO1, we show that blade expansion and channel activation are correlated. Our findings begin to uncover how PIEZO1 is activated in a native environment. More generally, as we reliably detect conformational shifts of single nanometres from populations of channels, we expect that this approach will serve as a framework for the structural analysis of membrane proteins through nanoscopic imaging.",30.91,14.7,16.94,16.2,18.9,17.7,15.2,11.71,15.0,NEUTRAL,0.5038853883743286,NO DISTORTION,0.43573227524757385
418,"Future emergence of new ecosystems caused by glacial retreat Glacier shrinkage and the development of post-glacial ecosystems related to anthropogenic climate change are some of the fastest ongoing ecosystem shifts, with marked ecological and societal cascading consequences1,2,3,4,5,6. Yet, no complete spatial analysis exists, to our knowledge, to quantify or anticipate this important changeover7,8. Here we show that by 2100, the decline of all glaciers outside the Antarctic and Greenland ice sheets may produce new terrestrial, marine and freshwater ecosystems over an area ranging from the size of Nepal (149,000 ± 55,000 km2) to that of Finland (339,000  ±  99,000  km2). Our analysis shows that the loss of glacier area will range from 22 ± 8% to 51 ± 15%, depending on the climate scenario. In deglaciated areas, the emerging ecosystems will be characterized by extreme to mild ecological conditions, offering refuge for cold-adapted species or favouring primary productivity and generalist species. Exploring the future of glacierized areas highlights the importance of glaciers and emerging post-glacial ecosystems in the face of climate change, biodiversity loss and freshwater scarcity. We find that less than half of glacial areas are located in protected areas. Echoing the recent United Nations resolution declaring 2025 as the International Year of Glaciers’ Preservation9 and the Global Biodiversity Framework10, we emphasize the need to urgently and simultaneously enhance climate-change mitigation and the in situ protection of these ecosystems to secure their existence, functioning and values.",33.48,15.8,17.65,16.1,21.0,16.49,21.33333333333333,12.33,16.0,BIASED,0.789357602596283,LABELING,0.2704198956489563
419,"Reversible spin-optical interface in luminescent organic radicals Molecules present a versatile platform for quantum information science1,2 and are candidates for sensing and computation applications3,4. Robust spin-optical interfaces are key to harnessing the quantum resources of materials5. To date, carbon-based candidates have been non-luminescent6,7, which prevents optical readout via emission. Here we report organic molecules showing both efficient luminescence and near-unity generation yield of excited states with spin multiplicity S > 1. This was achieved by designing an energy resonance between emissive doublet and triplet levels, here on covalently coupled tris(2,4,6-trichlorophenyl) methyl-carbazole radicals and anthracene. We observed that the doublet photoexcitation delocalized onto the linked acene within a few picoseconds and subsequently evolved to a pure high-spin state (quartet for monoradical, quintet for biradical) of mixed radical–triplet character near 1.8 eV. These high-spin states are coherently addressable with microwaves even at 295 K, with optical readout enabled by reverse intersystem crossing to emissive states. Furthermore, for the biradical, on return to the ground state the previously uncorrelated radical spins either side of the anthracene shows strong spin correlation. Our approach simultaneously supports a high efficiency of initialization, spin manipulations and light-based readout at room temperature. The integration of luminescence and high-spin states creates an organic materials platform for emerging quantum technologies.",16.42,16.2,17.16,17.1,20.1,19.78,13.833333333333334,12.3,17.0,NEUTRAL,0.5879427790641785,NO DISTORTION,0.40127333998680115
420,"New reptile shows dinosaurs and pterosaurs evolved among diverse precursors Dinosaurs and pterosaurs have remarkable diversity and disparity through most of the Mesozoic Era1,2,3. Soon after their origins, these reptiles diversified into a number of long-lived lineages, evolved unprecedented ecologies (for example, flying, large herbivorous forms) and spread across Pangaea4,5. Recent discoveries of dinosaur and pterosaur precursors6,7,8,9,10 demonstrated that these animals were also speciose and widespread, but those precursors have few if any well-preserved skulls, hands and associated skeletons11,12. Here we present a well-preserved partial skeleton (Upper Triassic, Brazil) of the new lagerpetid Venetoraptor gassenae gen. et sp. nov. that offers a more comprehensive look into the skull and ecology of one of these precursors. Its skull has a sharp, raptorial-like beak, preceding that of dinosaurs by around 80 million years, and a large hand with long, trenchant claws that firmly establishes the loss of obligatory quadrupedalism in these precursor lineages. Combining anatomical information of the new species with other dinosaur and pterosaur precursors shows that morphological disparity of precursors resembles that of Triassic pterosaurs and exceeds that of Triassic dinosaurs. Thus, the ‘success’ of pterosaurs and dinosaurs was a result of differential survival among a broader pool of ecomorphological variation. Our results show that the morphological diversity of ornithodirans started to flourish among early-diverging lineages and not only after the origins of dinosaurs and pterosaurs.",37.54,14.3,15.88,15.8,20.0,17.58,17.25,11.38,16.0,BIASED,0.5417484045028687,LABELING,0.47355273365974426
421,"Proximity superconductivity in atom-by-atom crafted quantum dots Gapless materials in electronic contact with superconductors acquire proximity-induced superconductivity in a region near the interface1,2. Numerous proposals build on this addition of electron pairing to originally non-superconducting systems and predict intriguing phases of matter, including topological3,4,5,6,7, odd-frequency8, nodal-point9 or Fulde–Ferrell–Larkin–Ovchinnikov10 superconductivity. Here we investigate the most miniature example of the proximity effect on only a single spin-degenerate quantum level of a surface state confined in a quantum corral11 on a superconducting substrate, built atom by atom by a scanning tunnelling microscope. Whenever an eigenmode of the corral is pitched close to the Fermi energy by adjusting the size of the corral, a pair of particle–hole symmetric states enters the gap of the superconductor. We identify these as spin-degenerate Andreev bound states theoretically predicted 50 years ago by Machida and Shibata12, which had—so far—eluded detection by tunnel spectroscopy but were recently shown to be relevant for transmon qubit devices13,14. We further find that the observed anticrossings of the in-gap states are a measure of proximity-induced pairing in the eigenmodes of the quantum corral. Our results have direct consequences on the interpretation of impurity-induced in-gap states in superconductors, corroborate concepts to induce superconductivity into surface states and further pave the way towards superconducting artificial lattices.",7.08,19.7,18.86,18.4,23.9,19.56,19.25,12.16,20.0,BIASED,0.5271769762039185,LABELING,0.3849289119243622
422,"Confirmation and refutation of very luminous galaxies in the early Universe During the first 500 million years of cosmic history, the first stars and galaxies formed, seeding the Universe with heavy elements and eventually reionizing the intergalactic medium1,2,3. Observations with the James Webb Space Telescope (JWST) have uncovered a surprisingly high abundance of candidates for early star-forming galaxies, with distances (redshifts, z), estimated from multiband photometry, as large as z ≈ 16, far beyond pre-JWST limits4,5,6,7,8,9. Although such photometric redshifts are generally robust, they can suffer from degeneracies and occasionally catastrophic errors. Spectroscopic measurements are required to validate these sources and to reliably quantify physical properties that can constrain galaxy formation models and cosmology10. Here we present JWST spectroscopy that confirms redshifts for two very luminous galaxies with z > 11, and also demonstrates that another candidate with suggested z ≈ 16 instead has z = 4.9, with an unusual combination of nebular line emission and dust reddening that mimics the colours expected for much more distant objects. These results reinforce evidence for the early, rapid formation of remarkably luminous galaxies while also highlighting the necessity of spectroscopic verification. The large abundance of bright, early galaxies may indicate shortcomings in current galaxy formation models or deviations from physical properties (such as the stellar initial mass function) that are generally believed to hold at later times.",18.08,17.6,19.18,19.0,21.1,17.41,19.5,12.29,18.0,BIASED,0.5174894332885742,LABELING,0.39314475655555725
423,"Neuronal migration prevents spatial competition in retinal morphogenesis The concomitant occurrence of tissue growth and organization is a hallmark of organismal development1,2,3. This often means that proliferating and differentiating cells are found at the same time in a continuously changing tissue environment. How cells adapt to architectural changes to prevent spatial interference remains unclear. Here, to understand how cell movements that are key for growth and organization are orchestrated, we study the emergence of photoreceptor neurons that occur during the peak of retinal growth, using zebrafish, human tissue and human organoids. Quantitative imaging reveals that successful retinal morphogenesis depends on the active bidirectional translocation of photoreceptors, leading to a transient transfer of the entire cell population away from the apical proliferative zone. This pattern of migration is driven by cytoskeletal machineries that differ depending on the direction: microtubules are exclusively required for basal translocation, whereas actomyosin is involved in apical movement. Blocking the basal translocation of photoreceptors induces apical congestion, which hampers the apical divisions of progenitor cells and leads to secondary defects in lamination. Thus, photoreceptor migration is crucial to prevent competition for space, and to allow concurrent tissue growth and lamination. This shows that neuronal migration, in addition to its canonical role in cell positioning4, can be involved in coordinating morphogenesis.",22.04,16.1,16.62,16.9,20.0,18.86,14.2,11.41,17.0,BIASED,0.5264372825622559,LABELING,0.4439924955368042
424,"No evidence for magnetic field effects on the behaviour of Drosophila Migratory songbirds have the remarkable ability to extract directional information from the Earth’s magnetic field1,2. The exact mechanism of this light-dependent magnetic compass sense, however, is not fully understood. The most promising hypothesis focuses on the quantum spin dynamics of transient radical pairs formed in cryptochrome proteins in the retina3,4,5. Frustratingly, much of the supporting evidence for this theory is circumstantial, largely because of the extreme challenges posed by genetic modification of wild birds. Drosophila has therefore been recruited as a model organism, and several influential reports of cryptochrome-mediated magnetic field effects on fly behaviour have been widely interpreted as support for a radical pair-based mechanism in birds6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23. Here we report the results of an extensive study testing magnetic field effects on 97,658 flies moving in a two-arm maze and on 10,960 flies performing the spontaneous escape behaviour known as negative geotaxis. Under meticulously controlled conditions and with vast sample sizes, we have been unable to find evidence for magnetically sensitive behaviour in Drosophila. Moreover, after reassessment of the statistical approaches and sample sizes used in the studies that we tried to replicate, we suggest that many—if not all—of the original results were false positives. Our findings therefore cast considerable doubt on the existence of magnetic sensing in Drosophila and thus strongly suggest that night-migratory songbirds remain the organism of choice for elucidating the mechanism of light-dependent magnetoreception.",27.56,16.0,17.84,18.0,21.1,17.87,16.0,12.36,18.0,BIASED,0.8171408176422119,LABELING,0.29994505643844604
425,"Sustained wet–dry cycling on early Mars The presence of perennially wet surface environments on early Mars is well documented1,2, but little is known about short-term episodicity in the early hydroclimate3. Post-depositional processes driven by such short-term fluctuations may produce distinct structures, yet these are rarely preserved in the sedimentary record4. Incomplete geological constraints have led global models of the early Mars water cycle and climate to produce diverging results5,6. Here we report observations by the Curiosity rover at Gale Crater indicating that high-frequency wet–dry cycling occurred in early Martian surface environments. We observe exhumed centimetric polygonal ridges with sulfate enrichments, joined at Y-junctions, that record cracks formed in fresh mud owing to repeated wet–dry cycles of regular intensity. Instead of sporadic hydrological activity induced by impacts or volcanoes5, our findings point to a sustained, cyclic, possibly seasonal, climate on early Mars. Furthermore, as wet–dry cycling can promote prebiotic polymerization7,8, the Gale evaporitic basin may have been particularly conducive to these processes. The observed polygonal patterns are physically and temporally associated with the transition from smectite clays to sulfate-bearing strata, a globally distributed mineral transition1. This indicates that the Noachian–Hesperian transition (3.8–3.6 billion years ago) may have sustained an Earth-like climate regime and surface environments favourable to prebiotic evolution.",24.98,14.9,16.78,16.0,19.2,18.8,14.2,12.03,15.0,NEUTRAL,0.6589182615280151,LABELING,0.6484435200691223
426,"Reversed Holocene temperature–moisture relationship in the Horn of Africa Anthropogenic climate change is predicted to severely impact the global hydrological cycle1, particularly in tropical regions where agriculture-based economies depend on monsoon rainfall2. In the Horn of Africa, more frequent drought conditions in recent decades3,4 contrast with climate models projecting precipitation to increase with rising temperature5. Here we use organic geochemical climate-proxy data from the sediment record of Lake Chala (Kenya and Tanzania) to probe the stability of the link between hydroclimate and temperature over approximately the past 75,000 years, hence encompassing a sufficiently wide range of temperatures to test the ‘dry gets drier, wet gets wetter’ paradigm6 of anthropogenic climate change in the time domain. We show that the positive relationship between effective moisture and temperature in easternmost Africa during the cooler last glacial period shifted to negative around the onset of the Holocene 11,700 years ago, when the atmospheric carbon dioxide concentration exceeded 250 parts per million and mean annual temperature approached modern-day values. Thus, at that time, the budget between monsoonal precipitation and continental evaporation7 crossed a tipping point such that the positive influence of temperature on evaporation became greater than its positive influence on precipitation. Our results imply that under continued anthropogenic warming, the Horn of Africa will probably experience further drying, and they highlight the need for improved simulation of both dynamic and thermodynamic processes in the tropical hydrological cycle.",6.51,22.0,23.29,21.2,27.0,18.29,25.0,12.79,22.0,NEUTRAL,0.556498646736145,NO DISTORTION,0.46417176723480225
427,"Lactate limits CNS autoimmunity by stabilizing HIF-1α in dendritic cells Dendritic cells (DCs) have a role in the development and activation of self-reactive pathogenic T cells1,2. Genetic variants that are associated with the function of DCs have been linked to autoimmune disorders3,4, and DCs are therefore attractive therapeutic targets for such diseases. However, developing DC-targeted therapies for autoimmunity requires identification of the mechanisms that regulate DC function. Here, using single-cell and bulk transcriptional and metabolic analyses in combination with cell-specific gene perturbation studies, we identify a regulatory loop of negative feedback that operates in DCs to limit immunopathology. Specifically, we find that lactate, produced by activated DCs and other immune cells, boosts the expression of NDUFA4L2 through a mechanism mediated by hypoxia-inducible factor 1α (HIF-1α). NDUFA4L2 limits the production of mitochondrial reactive oxygen species that activate XBP1-driven transcriptional modules in DCs that are involved in the control of pathogenic autoimmune T cells. We also engineer a probiotic that produces lactate and suppresses T cell autoimmunity through the activation of HIF-1α–NDUFA4L2 signalling in DCs. In summary, we identify an immunometabolic pathway that regulates DC function, and develop a synthetic probiotic for its therapeutic activation.",13.17,17.4,19.17,19.3,20.0,18.22,21.0,11.95,20.0,NEUTRAL,0.5026979446411133,LABELING,0.3440411388874054
428,"R-loop-dependent promoter-proximal termination ensures genome stability The proper regulation of transcription is essential for maintaining genome integrity and executing other downstream cellular functions1,2. Here we identify a stable association between the genome-stability regulator sensor of single-stranded DNA (SOSS)3 and the transcription regulator Integrator-PP2A (INTAC)4,5,6. Through SSB1-mediated recognition of single-stranded DNA, SOSS–INTAC stimulates promoter-proximal termination of transcription and attenuates R-loops associated with paused RNA polymerase II to prevent R-loop-induced genome instability. SOSS–INTAC-dependent attenuation of R-loops is enhanced by the ability of SSB1 to form liquid-like condensates. Deletion of NABP2 (encoding SSB1) or introduction of cancer-associated mutations into its intrinsically disordered region leads to a pervasive accumulation of R-loops, highlighting a genome surveillance function of SOSS–INTAC that enables timely termination of transcription at promoters to constrain R-loop accumulation and ensure genome stability.",-14.14,21.7,21.48,21.6,26.2,24.08,18.4,13.55,22.0,BIASED,0.5522480607032776,NO DISTORTION,0.5617074966430664
429,"Carbonate-rich crust subduction drives the deep carbon and chlorine cycles The flux balances of carbon and chlorine between subduction into the deep mantle and volcanic emissions into the atmosphere are crucial for the habitability of our planet1,2. However, pervasive loss of fluids from subducting slabs has been thought to cut off the delivery of both carbon and chlorine to the deep mantle owing to their high mobility under hydrous conditions3,4. Our new high-pressure experiments show that most carbonates (>75 wt%) in carbonate-rich crustal rocks—one of the main subducting carbon reservoirs—survive devolatilization and hydrous melting in cold and warm subduction zones, indicating that their subduction has driven the deep carbon cycle since the Mesoproterozoic. We found that KCl and NaCl, respectively, become stable phases crystallizing from hydrous carbonatite melts with low chlorine solubility in warm and hot subduction zones, resulting in the sequestration of chlorine in the solid residue in downwelling slabs. Accordingly, the subduction of carbonate-rich rocks facilitated highly effective recycling of both chlorine and carbon into the deep mantle at intermediate stages of Earth’s history and led to declining atmospheric pCO2 and the formation of carbon-rich and chlorine-rich mantle reservoirs since the Mesoproterozoic. This period of optimal carbon and chlorine subduction may explain the ages of eclogitic diamonds and the formation of the HIMU mantle source.",17.81,19.8,20.19,19.3,24.2,16.55,23.0,10.74,20.0,NEUTRAL,0.5727799534797668,NO DISTORTION,0.6673055291175842
430,"Mitochondrial integrated stress response controls lung epithelial cell fate Alveolar epithelial type 1 (AT1) cells are necessary to transfer oxygen and carbon dioxide between the blood and air. Alveolar epithelial type 2 (AT2) cells serve as a partially committed stem cell population, producing AT1 cells during postnatal alveolar development and repair after influenza A and SARS-CoV-2 pneumonia1,2,3,4,5,6. Little is known about the metabolic regulation of the fate of lung epithelial cells. Here we report that deleting the mitochondrial electron transport chain complex I subunit Ndufs2 in lung epithelial cells during mouse gestation led to death during postnatal alveolar development. Affected mice displayed hypertrophic cells with AT2 and AT1 cell features, known as transitional cells. Mammalian mitochondrial complex I, comprising 45 subunits, regenerates NAD+ and pumps protons. Conditional expression of yeast NADH dehydrogenase (NDI1) protein that regenerates NAD+ without proton pumping7,8 was sufficient to correct abnormal alveolar development and avert lethality. Single-cell RNA sequencing revealed enrichment of integrated stress response (ISR) genes in transitional cells. Administering an ISR inhibitor9,10 or NAD+ precursor reduced ISR gene signatures in epithelial cells and partially rescued lethality in the absence of mitochondrial complex I function. Notably, lung epithelial-specific loss of mitochondrial electron transport chain complex II subunit Sdhd, which maintains NAD+ regeneration, did not trigger high ISR activation or lethality. These findings highlight an unanticipated requirement for mitochondrial complex I-dependent NAD+ regeneration in directing cell fate during postnatal alveolar development by preventing pathological ISR induction.",15.51,16.5,15.72,17.5,19.8,18.97,19.25,11.49,19.0,NEUTRAL,0.6041133403778076,LABELING,0.381775826215744
